# submitted_item	validated_id	current_symbol
FBgn0004623	FBgn0004623	Gbeta76C
FBgn0004635	FBgn0004635	rho
FBgn0004636	FBgn0004636	Rap1
FBgn0004638	FBgn0004638	drk
FBgn0004643	FBgn0004643	Zw10
FBgn0004646	FBgn0004646	ogre
FBgn0004647	FBgn0004647	N
FBgn0004648	FBgn0004648	svr
FBgn0004652	FBgn0004652	fru
FBgn0004654	FBgn0004654	Pgd
FBgn0004655	FBgn0004655	wapl
FBgn0004656	FBgn0004656	fs(1)h
FBgn0004657	FBgn0004657	mys
FBgn0004687	FBgn0004687	Mlc-c
FBgn0004698	FBgn0004698	Xpc
FBgn0004784	FBgn0004784	inaC
FBgn0004795	FBgn0004795	retn
FBgn0004797	FBgn0004797	mdy
FBgn0004811	FBgn0004811	fs(2)ltoPP43
FBgn0004828	FBgn0004828	His3.3B
FBgn0004832	FBgn0004832	Xpac
FBgn0004837	FBgn0004837	Su(H)
FBgn0004838	FBgn0004838	Hrb27C
FBgn0004852	FBgn0004852	Ac76E
FBgn0004855	FBgn0004855	RpII15
FBgn0004856	FBgn0004856	Bx42
FBgn0004858	FBgn0004858	elB
FBgn0004859	FBgn0004859	ci
FBgn0004860	FBgn0004860	ph-d
FBgn0004861	FBgn0004861	ph-p
FBgn0004864	FBgn0004864	hop
FBgn0004865	FBgn0004865	Eip78C
FBgn0004867	FBgn0004867	RpS2
FBgn0004868	FBgn0004868	Gdi
FBgn0004870	FBgn0004870	bab1
FBgn0004875	FBgn0004875	enc
FBgn0004876	FBgn0004876	cdi
FBgn0004880	FBgn0004880	scrt
FBgn0004882	FBgn0004882	orb
FBgn0004885	FBgn0004885	tok
FBgn0004888	FBgn0004888	Scsalpha1
FBgn0004889	FBgn0004889	tws
FBgn0004893	FBgn0004893	bowl
FBgn0004896	FBgn0004896	fd59A
FBgn0004903	FBgn0004903	Rb97D
FBgn0004907	FBgn0004907	14-3-3zeta
FBgn0004908	FBgn0004908	Arl2
FBgn0004910	FBgn0004910	Eip63F-1
FBgn0004913	FBgn0004913	Gnf1
FBgn0004914	FBgn0004914	Hnf4
FBgn0004915	FBgn0004915	TfIIB
FBgn0004919	FBgn0004919	gol
FBgn0004921	FBgn0004921	Ggamma1
FBgn0004924	FBgn0004924	Top1
FBgn0004926	FBgn0004926	eIF2beta
FBgn0005198	FBgn0005198	gig
FBgn0005278	FBgn0005278	Sam-S
FBgn0005322	FBgn0005322	nmd
FBgn0005355	FBgn0005355	Su(fu)
FBgn0005386	FBgn0005386	ash1
FBgn0005391	FBgn0005391	Yp2
FBgn0005411	FBgn0005411	U2af50
FBgn0005427	FBgn0005427	ewg
FBgn0005533	FBgn0005533	RpS17
FBgn0005536	FBgn0005536	Mbs
FBgn0005558	FBgn0005558	ey
FBgn0005561	FBgn0005561	sv
FBgn0005564	FBgn0005564	Shal
FBgn0005585	FBgn0005585	Calr
FBgn0005586	FBgn0005586	Rab3
FBgn0005593	FBgn0005593	RpL7
FBgn0005612	FBgn0005612	Sox14
FBgn0005614	FBgn0005614	trpl
FBgn0005616	FBgn0005616	msl-2
FBgn0005617	FBgn0005617	msl-1
FBgn0005619	FBgn0005619	Hdc
FBgn0005624	FBgn0005624	Psc
FBgn0005626	FBgn0005626	ple
FBgn0005631	FBgn0005631	robo1
FBgn0005632	FBgn0005632	faf
FBgn0005636	FBgn0005636	nvy
FBgn0005640	FBgn0005640	Eip63E
FBgn0005642	FBgn0005642	wdn
FBgn0005648	FBgn0005648	Pabp2
FBgn0005649	FBgn0005649	Rox8
FBgn0005658	FBgn0005658	Ets65A
FBgn0005659	FBgn0005659	Ets98B
FBgn0005666	FBgn0005666	bt
FBgn0005671	FBgn0005671	Vha55
FBgn0005672	FBgn0005672	spi
FBgn0005674	FBgn0005674	GluProRS
FBgn0005677	FBgn0005677	dac
FBgn0005694	FBgn0005694	Aef1
FBgn0005695	FBgn0005695	gcl
FBgn0005771	FBgn0005771	noc
FBgn0005775	FBgn0005775	Con
FBgn0005777	FBgn0005777	PpD3
FBgn0008635	FBgn0008635	betaCOP
FBgn0008636	FBgn0008636	hbn
FBgn0008651	FBgn0008651	lbl
FBgn0010014	FBgn0010014	CanB
FBgn0010015	FBgn0010015	CanA1
FBgn0010038	FBgn0010038	GstD2
FBgn0010039	FBgn0010039	GstD3
FBgn0010051	FBgn0010051	Itpr
FBgn0010053	FBgn0010053	Jheh1
FBgn0010078	FBgn0010078	RpL23
FBgn0010100	FBgn0010100	mAcon1
FBgn0010105	FBgn0010105	comm
FBgn0010113	FBgn0010113	hdc
FBgn0010114	FBgn0010114	hig
FBgn0010173	FBgn0010173	RpA-70
FBgn0010198	FBgn0010198	RpS15Aa
FBgn0010213	FBgn0010213	Sod2
FBgn0010215	FBgn0010215	alpha-Cat
FBgn0010217	FBgn0010217	ATPsynbeta
FBgn0010220	FBgn0010220	Dbp45A
FBgn0010222	FBgn0010222	Nmdmc
FBgn0010225	FBgn0010225	Gel
FBgn0010226	FBgn0010226	GstS1
FBgn0010228	FBgn0010228	HmgZ
FBgn0010235	FBgn0010235	Klc
FBgn0010238	FBgn0010238	Lac
FBgn0010240	FBgn0010240	Lcch3
FBgn0010247	FBgn0010247	Parp
FBgn0010263	FBgn0010263	Rbp9
FBgn0010265	FBgn0010265	RpS13
FBgn0010269	FBgn0010269	Dsor1
FBgn0010278	FBgn0010278	Ssrp
FBgn0010280	FBgn0010280	Taf4
FBgn0010282	FBgn0010282	TfIIFalpha
FBgn0010288	FBgn0010288	Uch
FBgn0010292	FBgn0010292	bys
FBgn0010300	FBgn0010300	brat
FBgn0010303	FBgn0010303	hep
FBgn0010309	FBgn0010309	pigeon
FBgn0010313	FBgn0010313	corto
FBgn0010316	FBgn0010316	dap
FBgn0010328	FBgn0010328	woc
FBgn0010329	FBgn0010329	Tbh
FBgn0010333	FBgn0010333	Rac1
FBgn0010339	FBgn0010339	128up
FBgn0010341	FBgn0010341	Cdc42
FBgn0010348	FBgn0010348	Arf79F
FBgn0010350	FBgn0010350	Cds
FBgn0010352	FBgn0010352	Nc73EF
FBgn0010355	FBgn0010355	Taf1
FBgn0010356	FBgn0010356	Taf5
FBgn0010379	FBgn0010379	Akt1
FBgn0010380	FBgn0010380	AP-1-2beta
FBgn0010383	FBgn0010383	Cyp18a1
FBgn0010385	FBgn0010385	Def
FBgn0010387	FBgn0010387	Acbp2
FBgn0010388	FBgn0010388	Dro
FBgn0010389	FBgn0010389	htl
FBgn0010391	FBgn0010391	SrpRalpha
FBgn0010397	FBgn0010397	LamC
FBgn0010399	FBgn0010399	Nmdar1
FBgn0010401	FBgn0010401	Os-C
FBgn0010403	FBgn0010403	Obp83b
FBgn0010406	FBgn0010406	RNaseX25
FBgn0010408	FBgn0010408	RpS9
FBgn0010409	FBgn0010409	RpL18A
FBgn0010411	FBgn0010411	RpS18
FBgn0010412	FBgn0010412	RpS19a
FBgn0010414	FBgn0010414	SerT
FBgn0010415	FBgn0010415	Sdc
FBgn0010416	FBgn0010416	TH1
FBgn0010417	FBgn0010417	Taf6
FBgn0010422	FBgn0010422	TfIIS
FBgn0010424	FBgn0010424	TpnC73F
FBgn0010434	FBgn0010434	cora
FBgn0010435	FBgn0010435	emp
FBgn0010452	FBgn0010452	trn
FBgn0010453	FBgn0010453	Wnt4
FBgn0010470	FBgn0010470	Fkbp14
FBgn0010473	FBgn0010473	tutl
FBgn0010482	FBgn0010482	l(2)01289
FBgn0010488	FBgn0010488	NAT1
FBgn0010497	FBgn0010497	dmGlut
FBgn0010516	FBgn0010516	wal
FBgn0010520	FBgn0010520	Bka
FBgn0010531	FBgn0010531	Ccs
FBgn0010548	FBgn0010548	Aldh-III
FBgn0010551	FBgn0010551	Phb2
FBgn0010575	FBgn0285917	sbb
FBgn0010583	FBgn0010583	dock
FBgn0010590	FBgn0010590	Prosbeta1
FBgn0010591	FBgn0010591	Sply
FBgn0010602	FBgn0010602	lwr
FBgn0010607	FBgn0010607	l(2)05714
FBgn0010611	FBgn0010611	Hmgs
FBgn0010612	FBgn0010612	ATPsynG
FBgn0010620	FBgn0010620	CG10939
FBgn0010621	FBgn0010621	CCT5
FBgn0010622	FBgn0010622	DCTN3-p24
FBgn0010638	FBgn0010638	Sec61beta
FBgn0010651	FBgn0010651	MFS14
FBgn0010660	FBgn0010660	Nup214
FBgn0010741	FBgn0010741	Pfdn2
FBgn0010747	FBgn0010747	Srp54k
FBgn0010750	FBgn0010750	atms
FBgn0010762	FBgn0010762	simj
FBgn0010772	FBgn0010772	Xe7
FBgn0010774	FBgn0010774	Ref1
FBgn0010786	FBgn0010786	l(3)02640
FBgn0010803	FBgn0010803	TrpRS
FBgn0010808	FBgn0010808	Chchd3
FBgn0010812	FBgn0010812	unc-45
FBgn0010825	FBgn0010825	Gug
FBgn0010877	FBgn0010877	l(3)05822
FBgn0010894	FBgn0010894	sinu
FBgn0010905	FBgn0010905	Spn
FBgn0010909	FBgn0010909	msn
FBgn0011016	FBgn0011016	SsRbeta
FBgn0011202	FBgn0011202	dia
FBgn0011205	FBgn0011205	fbl
FBgn0011206	FBgn0011206	bol
FBgn0011207	FBgn0011207	pelo
FBgn0011211	FBgn0011211	blw
FBgn0011217	FBgn0011217	eff
FBgn0011224	FBgn0011224	heph
FBgn0011225	FBgn0011225	jar
FBgn0011227	FBgn0011227	ox
FBgn0011230	FBgn0011230	poe
FBgn0011232	FBgn0011232	scat
FBgn0011236	FBgn0011236	ken
FBgn0011241	FBgn0285962	CG46338
FBgn0011259	FBgn0011259	Sema1a
FBgn0011260	FBgn0011260	Sema2a
FBgn0011272	FBgn0011272	RpL13
FBgn0011274	FBgn0011274	Dif
FBgn0011280	FBgn0011280	Obp19d
FBgn0011281	FBgn0011281	Obp83a
FBgn0011283	FBgn0011283	Obp28a
FBgn0011284	FBgn0011284	RpS4
FBgn0011286	FBgn0011286	RyR
FBgn0011288	FBgn0011288	Snap25
FBgn0011289	FBgn0011289	TfIIA-L
FBgn0011290	FBgn0011290	Taf12
FBgn0011291	FBgn0011291	Taf11
FBgn0011293	FBgn0011293	a10
FBgn0011294	FBgn0011294	a5
FBgn0011296	FBgn0011296	l(2)efl
FBgn0011297	FBgn0011297	Alg3
FBgn0011300	FBgn0011300	babo
FBgn0011305	FBgn0011305	Rsf1
FBgn0011327	FBgn0011327	Uch-L5
FBgn0011335	FBgn0011335	vers
FBgn0011336	FBgn0011336	Stt3B
FBgn0011361	FBgn0011361	ND-ACP
FBgn0011455	FBgn0011455	ND-SGDH
FBgn0011474	FBgn0011474	PR-Set7
FBgn0011476	FBgn0011476	l(3)neo43
FBgn0011481	FBgn0011481	Ssdp
FBgn0011509	FBgn0011509	SrpRbeta
FBgn0011570	FBgn0011570	cpb
FBgn0011571	FBgn0285954	caz
FBgn0011581	FBgn0011581	Ms
FBgn0011582	FBgn0011582	Dop1R1
FBgn0011584	FBgn0011584	Trp1
FBgn0011586	FBgn0011586	e(r)
FBgn0011589	FBgn0011589	Elk
FBgn0011591	FBgn0011591	fng
FBgn0011592	FBgn0011592	fra
FBgn0011603	FBgn0011603	ine
FBgn0011604	FBgn0011604	Iswi
FBgn0011638	FBgn0011638	La
FBgn0011640	FBgn0011640	lark
FBgn0011642	FBgn0011642	Zyx
FBgn0011648	FBgn0011648	Mad
FBgn0011655	FBgn0011655	Med
FBgn0011656	FBgn0011656	Mef2
FBgn0011661	FBgn0011661	Moe
FBgn0011666	FBgn0011666	msi
FBgn0011672	FBgn0011672	Mvl
FBgn0011674	FBgn0011674	insc
FBgn0011676	FBgn0011676	Nos
FBgn0011693	FBgn0011693	Pdh
FBgn0011695	FBgn0011695	EbpIII
FBgn0011701	FBgn0011701	repo
FBgn0011705	FBgn0011705	rost
FBgn0011708	FBgn0011708	Syx5
FBgn0011710	FBgn0011710	Sep1
FBgn0011715	FBgn0011715	Snr1
FBgn0011722	FBgn0011722	Tig
FBgn0011725	FBgn0011725	twin
FBgn0011726	FBgn0011726	tsr
FBgn0011737	FBgn0011737	Wee1
FBgn0011739	FBgn0011739	wts
FBgn0011740	FBgn0011740	alpha-Man-IIa
FBgn0011741	FBgn0011741	Arp6
FBgn0011742	FBgn0011742	Arp2
FBgn0011745	FBgn0011745	Arp1
FBgn0011746	FBgn0011746	ana
FBgn0011747	FBgn0011747	Ank
FBgn0011754	FBgn0011754	PhKgamma
FBgn0011760	FBgn0011760	ctp
FBgn0011763	FBgn0011763	Dp
FBgn0011766	FBgn0011766	E2f1
FBgn0011768	FBgn0011768	Fdh
FBgn0011769	FBgn0011769	Fdx1
FBgn0011770	FBgn0011770	Gip
FBgn0011771	FBgn0011771	Hem
FBgn0011774	FBgn0011774	Irbp
FBgn0011787	FBgn0011787	mRpL12
FBgn0011817	FBgn0011817	nmo
FBgn0011818	FBgn0011818	oaf
FBgn0011826	FBgn0011826	Pp2B-14D
FBgn0011828	FBgn0011828	Pxn
FBgn0011836	FBgn0011836	Taf2
FBgn0011837	FBgn0011837	Tis11
FBgn0012034	FBgn0012034	AcCoAS
FBgn0012036	FBgn0012036	Aldh
FBgn0012037	FBgn0012037	Ance
FBgn0012051	FBgn0012051	CalpA
FBgn0012058	FBgn0012058	Cdc27
FBgn0012344	FBgn0012344	Dh44
FBgn0013263	FBgn0013263	Trl
FBgn0013269	FBgn0013269	Fkbp39
FBgn0013272	FBgn0013272	Gp150
FBgn0013279	FBgn0013279	Hsp70Bc
FBgn0013303	FBgn0013303	Nca
FBgn0013305	FBgn0013305	Nmda1
FBgn0013307	FBgn0013307	Odc1
FBgn0013325	FBgn0013325	RpL11
FBgn0013334	FBgn0013334	Sap47
FBgn0013342	FBgn0013342	nSyb
FBgn0013343	FBgn0013343	Syx1A
FBgn0013347	FBgn0013347	TfIIA-S
FBgn0013348	FBgn0013348	TpnC41C
FBgn0013432	FBgn0013432	bcn92
FBgn0013433	FBgn0013433	beat-Ia
FBgn0013435	FBgn0013435	Cdc2rk
FBgn0013467	FBgn0013467	igl
FBgn0013469	FBgn0013469	klu
FBgn0013576	FBgn0013576	mtd
FBgn0013672	FBgn0013672	mt:ATPase6
FBgn0013673	FBgn0013673	mt:ATPase8
FBgn0013674	FBgn0013674	mt:CoI
FBgn0013675	FBgn0013675	mt:CoII
FBgn0013676	FBgn0013676	mt:CoIII
FBgn0013678	FBgn0013678	mt:Cyt-b
FBgn0013679	FBgn0013679	mt:ND1
FBgn0013680	FBgn0013680	mt:ND2
FBgn0013681	FBgn0013681	mt:ND3
FBgn0013683	FBgn0013683	mt:ND4L
FBgn0013684	FBgn0013684	mt:ND5
FBgn0013685	FBgn0013685	mt:ND6
FBgn0013686	FBgn0013686	mt:lrRNA
FBgn0013688	FBgn0013688	mt:srRNA
FBgn0013689	FBgn0013689	mt:tRNA:Ala-TGC
FBgn0013697	FBgn0013697	mt:tRNA:Lys-CTT
FBgn0013704	FBgn0013704	mt:tRNA:Arg-TCG
FBgn0013710	FBgn0013710	mt:tRNA:Tyr-GTA
FBgn0013717	FBgn0013717	not
FBgn0013718	FBgn0013718	nuf
FBgn0013720	FBgn0013720	pck
FBgn0013725	FBgn0013725	phyl
FBgn0013726	FBgn0013726	pnut
FBgn0013732	FBgn0013732	sced
FBgn0013733	FBgn0013733	shot
FBgn0013746	FBgn0013746	alien
FBgn0013749	FBgn0013749	Arf102F
FBgn0013750	FBgn0013750	Arf51F
FBgn0013753	FBgn0013753	Bgb
FBgn0013756	FBgn0013756	Mtor
FBgn0013759	FBgn0013759	CASK
FBgn0013763	FBgn0013763	Idgf6
FBgn0013764	FBgn0013764	Chi
FBgn0013765	FBgn0013765	cnn
FBgn0013767	FBgn0013767	Crz
FBgn0013770	FBgn0013770	Cp1
FBgn0013771	FBgn0013771	Cyp6a9
FBgn0013772	FBgn0013772	Cyp6a8
FBgn0013799	FBgn0013799	Deaf1
FBgn0013812	FBgn0013812	Dhc93AB
FBgn0013949	FBgn0013949	Elal
FBgn0013953	FBgn0013953	Esp
FBgn0013954	FBgn0013954	Fkbp12
FBgn0013972	FBgn0013972	Gycalpha99B
FBgn0013973	FBgn0013973	Gycbeta100B
FBgn0013981	FBgn0013981	His4r
FBgn0013983	FBgn0013983	imd
FBgn0013987	FBgn0013987	MAPk-Ak2
FBgn0013995	FBgn0013995	Calx
FBgn0013997	FBgn0013997	Nrx-IV
FBgn0014000	FBgn0014000	Hf
FBgn0014002	FBgn0286818	Pdi
FBgn0014006	FBgn0014006	Ask1
FBgn0014007	FBgn0014007	Ptp69D
FBgn0014009	FBgn0014009	Rab2
FBgn0014010	FBgn0014010	Rab5
FBgn0014011	FBgn0014011	Rac2
FBgn0014018	FBgn0014018	Rel
FBgn0014019	FBgn0014019	Rh5
FBgn0014020	FBgn0014020	Rho1
FBgn0014022	FBgn0014022	Rlb1
FBgn0014023	FBgn0014023	mRpL47
FBgn0014024	FBgn0014024	Rnp4F
FBgn0014026	FBgn0014026	RpL7A
FBgn0014028	FBgn0014028	SdhB
FBgn0014029	FBgn0014029	Sep2
FBgn0014031	FBgn0014031	Spat
FBgn0014032	FBgn0014032	Sptr
FBgn0014033	FBgn0014033	Sr-CI
FBgn0014037	FBgn0014037	Su(Tpl)
FBgn0014073	FBgn0014073	Tie
FBgn0014075	FBgn0014075	Uggt
FBgn0014092	FBgn0014092	CG4278
FBgn0014133	FBgn0014133	bif
FBgn0014135	FBgn0014135	bnl
FBgn0014141	FBgn0014141	cher
FBgn0014163	FBgn0014163	fax
FBgn0014184	FBgn0014184	Oda
FBgn0014189	FBgn0014189	Hel25E
FBgn0014269	FBgn0014269	prod
FBgn0014343	FBgn0014343	mirr
FBgn0014366	FBgn0014366	noi
FBgn0014380	FBgn0014380	RhoL
FBgn0014388	FBgn0014388	sty
FBgn0014391	FBgn0014391	sun
FBgn0014396	FBgn0014396	tim
FBgn0014411	FBgn0014411	Vps26
FBgn0014417	FBgn0014417	CG13397
FBgn0014427	FBgn0014427	CG11899
FBgn0014455	FBgn0014455	Ahcy
FBgn0014469	FBgn0014469	Cyp4e2
FBgn0014857	FBgn0014857	His3.3A
FBgn0014859	FBgn0014859	Hr38
FBgn0014863	FBgn0014863	Mlp84B
FBgn0014865	FBgn0014865	Mtk
FBgn0014868	FBgn0014868	Ost48
FBgn0014869	FBgn0014869	Pglym78
FBgn0014870	FBgn0014870	Psi
FBgn0014877	FBgn0014877	Roe1
FBgn0014879	FBgn0014879	Set
FBgn0014906	FBgn0014906	Hydr2
FBgn0014930	FBgn0014930	CG2846
FBgn0015000	FBgn0015000	betaggt-I
FBgn0015011	FBgn0015011	AhcyL2
FBgn0015019	FBgn0015019	CCT3
FBgn0015024	FBgn0015024	CkIalpha
FBgn0015031	FBgn0015031	cype
FBgn0015033	FBgn0015033	Cyp4d8
FBgn0015034	FBgn0015034	Cyp4e1
FBgn0015035	FBgn0015035	Cyp4e3
FBgn0015037	FBgn0015037	Cyp4p1
FBgn0015039	FBgn0015039	Cyp9b2
FBgn0015218	FBgn0015218	eIF4E1
FBgn0015221	FBgn0015221	Fer2LCH
FBgn0015222	FBgn0015222	Fer1HCH
FBgn0015229	FBgn0015229	glec
FBgn0015239	FBgn0015239	Hr78
FBgn0015240	FBgn0015240	Hr96
FBgn0015245	FBgn0015245	Hsp60A
FBgn0015247	FBgn0015247	Diap2
FBgn0015269	FBgn0015269	Nf1
FBgn0015277	FBgn0015277	Pi3K59F
FBgn0015278	FBgn0015278	Pi3K68D
FBgn0015279	FBgn0015279	Pi3K92E
FBgn0015282	FBgn0015282	Rpt2
FBgn0015283	FBgn0015283	Rpn10
FBgn0015286	FBgn0015286	Rala
FBgn0015288	FBgn0015288	RpL22
FBgn0015296	FBgn0015296	Shc
FBgn0015298	FBgn0015298	Srp19
FBgn0015299	FBgn0015299	Ssb-c31a
FBgn0015320	FBgn0015320	Ubc2
FBgn0015321	FBgn0015321	Ubc4
FBgn0015338	FBgn0015338	CG5861
FBgn0015351	FBgn0015351	CG14906
FBgn0015359	FBgn0015359	CG2034
FBgn0015360	FBgn0015360	oxt
